clean_title,title,postings,adverts,companies,job_family,coherence,median_salary,salaried_adverts,remote_pct,rep_job_link,rep_company,summary
product manager,Product Manager,523,433,335,product,0.656,151000.0,99,4.0,https://www.linkedin.com/jobs/view/senior-product-manager-at-eagle-eye-power-solutions-llc-3752885674,"Eagle Eye Power Solutions, LLC","Summary of Position:
The Senior Product Manager will oversee the management and lifecycle of our diverse product portfolio (e.g., Vigilant Battery Monitoring, Portable Testing Equipment). The Senior Product Manager will play a crucial role as a bridge across various departments, ensuring our products not only meet market demands, but also align with our business goals.
Reporting to the Director of Marketing, this position requires an individual who is adept at balancing technical expertise with business acumen, capable of guiding the development, marketing, and sales strategies while driving product growth and strategic direction.
Day to Day Responsibilities:
Leadership and Mentorship: Provide guidance and mentorship across the Product Management team, especially in handling our core product lines. Lead the technical product specialists and another Product Manager, fostering strong product and project management skills.
Strategy Development: Formulate and communicate a cohesive product vision and strategy that aligns with the company's objectives. Develop and manage the product roadmap, prioritizing features based on customer feedback and business value.
Market and Customer Insights: Perform in-depth market research to understand customer needs, industry trends, and the competitive landscape. Use insights to make informed decisions and maintain our competitive position in the market.
Cross-functional Collaboration: Work closely with Engineering, Operations, Marketing, Sales, and other teams to ensure effective development, launch, and sale of products. This includes vetting suppliers and collaborating with teams on requirements definition and development oversight.
Product Lifecycle Management: Oversee the entire lifecycle of products from concept to obsolescence, including product testing, quality assurance, and performance analysis. Continually adapt the product strategy based on market trends and customer feedback.
Maintain Technical Documentation: Insure accurac"
embedded software engineer,Embedded Software Engineer,508,293,199,engineering,0.699,151500.0,57,40.9,https://uk.linkedin.com/jobs/view/embedded-software-engineer-at-piper-maddox-3778815245,Piper Maddox,"Job Title:
Embedded Software Engineer
Location:
Oxford
About the Company:
My client is a leading innovator in the development of electric motors for various industries. They are dedicated to pushing the boundaries of technology to create more efficient and sustainable solutions. As they continue to expand their product offerings, they are seeking a talented Embedded Software Engineer to join their dynamic team.
Job Description:
As an Embedded Software Engineer, you will play a pivotal role in developing the software that drives their cutting-edge electric motors. They will work on a wide range of projects, from microcontroller programming to CAN vehicle network integration. This role is ideal for someone who is passionate about embedded systems and thrives in a collaborative, fast-paced environment.
Key Responsibilities:
Developing and maintaining embedded software using C for their flagship electric motor control systems.
Working on microcontroller programming, device drivers, and low-level software development.
Interfacing with CAN vehicle networks to ensure seamless communication between motors and vehicles.
Debugging software issues and optimizing code for performance and efficiency.
Collaborating with cross-functional teams to integrate software with hardware components.
Participating in code reviews and providing mentorship to junior engineers.
Qualifications:
The ideal candidate will possess:
A Bachelor's degree in Computer Science, Electrical Engineering, or a related field (Master's preferred).
Proven experience in embedded C software development for microcontrollers.
Strong knowledge of CAN vehicle networks and experience with vector CAN tools.
Proficiency in debugging software and resolving complex software issues.
Experience with UARTs and SPI communication protocols.
Nice-to-have skills: C++, Python, testing methodologies, Hardware-in-the-Loop (HIL) testing.
Experience with source control tools and CI/CD
Excellent problem-solving skills and the ability "
data scientist,Data Scientist,503,452,330,ai,0.669,160363.0,106,5.0,https://www.linkedin.com/jobs/view/sr-data-scientist-at-lasalle-network-3442725327,LaSalle Network,"Job Description
Want to grow your career with one of the fastest growing industries? LaSalle Network is partnered with a top Chicago-based client looking to hire a
Sr. Data Scientist
their team.
The
Sr. Data Scientist
will be responsible for delivering strategic and tangible solutions through data. We are looking for self-starters that have the ability to work cross-functionally across various teams.
Sr. Data Scientist Responsibilities:
Build and maintain machine learning models used throughout the investment process
Leverage various datasets to deliver internal insights and feed machine learning models
Learn from a wide variety of engineers who are passionate about building great software
Shape the future of software engineering at the company by bringing your ideas on improving and automating current processes
Work with stakeholders throughout the organization to identify opportunities for leveraging company data to drive business solutions
Mine and analyze data from company databases to drive optimization and improvement of product development, marketing techniques and business strategies
Assess the effectiveness and accuracy of new data sources and data gathering techniques
Develop custom data models and algorithms to apply to data sets
Use predictive modeling to increase and optimize business outcomes
Sr. Data Scientist Requirements:
4+ years of experience, including contributions and business impacts that you can speak to
Experience exploring and applying analytical methods to complex datasets
Exceptional Python coding skills
Knowledge of a variety of Machine Learning techniques
Ability to work autonomously and take ownership of project direction
Deep knowledge common PyData packages (Pandas, Scikit-Learn, Matplotlib, etc.) and traditional ML models (especially boosted tree algorithms like XGBoost and LightGBM)
Experience with quantitative finance, time-series modeling, cloud platforms (AWS, Azure or GCP), building ETL pipelines, leveraging NLP to extract feat"
retail frontend supervisor,Retail Frontend Supervisor,455,455,3,engineering,0.955,,1,0.0,https://www.linkedin.com/jobs/view/retail-front-end-supervisor-at-burlington-stores-inc-3797087113,"Burlington Stores, Inc.","LOCATION
3102 Ross Clark Circle Dothan AL US 36303
Overview
At Burlington, we embrace the many facets of diversity that strengthen our communities where we live and work every day. If you want to grow your retail career with a caring and inclusive organization, come join us as a Burlington Stores
Full-Time
Customer Service Supervisor or Full-Time Selling Floor Supervisor!
As a Retail Front End Supervisor, you’ll be an integral part of the store leadership team, working closely with Store Management in the areas of Merchandising, Customer Service, Operations, and Human Resources. This leadership position is the stepping-stone to a management role within our expanding organization. Are you a self-starter with the ability to supervise store operations efficiently and effectively? If you are a proven leader who understands the value of building strong teams and partnerships to drive results, this is the right opportunity for you!
At Burlington, we live by our Core Values:
Drive Results
Trust & Respect Each Other
Build Teams & Partnerships
Burlington Benefits:
Growth Opportunities
Competitive Pay
Flexible Hours
15-30% Associate Discount
Medical, Dental, and Vision Coverage
Employee Assistance Program
Life and Disability Insurance
Paid Time Off
Paid Holidays
401 (k)
Key Responsibilities:
Supervise all store functions and associates while in the role of Manager on Duty
Maximize sales results through training, developing, and coaching of direct reports
Promote safety for both our customers and associates by adhering to company guidelines
Cultivate a diverse culture based on teamwork and collaboration
Solve issues/concerns, making informed decisions and supervising the front-end operations to ensure all Burlington customers are provided with exceptional, friendly, and professional customer service at all times
Reinforce our company Asset Protection strategies to eliminate shortage
Assist in recruiting, interviewing, and onboarding new associates
Participate in weekly workloa"
test engineer,Test Engineer,405,375,257,qa,0.68,124850.0,72,4.2,https://mx.linkedin.com/jobs/view/test-engineer-sr-at-jabil-3779915948,Jabil,"At Jabil we strive to make ANYTHING POSSIBLE and EVERYTHING BETTER. With over 250,000 diverse, talented and dedicated employees across 100 locations in 30 countries, our vision is to be the most technologically advanced and trusted manufacturing solutions provider. We combine an unmatched breadth and depth of end-market experience, technical and design capabilities, manufacturing know-how, supply chain insights and global product management expertise to enable success for the world’s leading brands. We are driven by a common purpose to make a positive impact for each other, our communities, and the environment.
Summary
Direct Test Engineers I& II in operating within area of assigned responsibilities with a high level of efficiency, integrity and enthusiasm, striving to achieve excellence in all endeavors. Designs, develops and maintains test procedures, tester hardware and software for electronic circuit board production.
ESSENTIAL DUTIES AND RESPONSIBILITIES include the following. Other duties may be assigned.
Leadership And Management Responsibilities
Recruitment and Retention:
Recruit and interview Test Engineers I& II.
Communicate criteria to recruiters for Process Technician position candidates.
Coach Test Engineers in the interviewing/hiring process.
Monitor team member turnover; identify key factors that can be improved; make improvements.
Employee and Team Development:
Identify individual and team strengths and development needs on an ongoing basis.
Create and/or validate training curriculum in area of responsibility.
Coach and mentor Test Engineers I& II to deliver excellence to every internal and external customer.
Performance Management:
Establish clear measurable goals and objectives by which to determine individual and team results (i.e. operational metrics, results against project timelines, training documentation, attendance records, knowledge of operational roles and responsibilities, personal development goals).
Solicit ongoing feedback from Assista"
research scientist,Research Scientist,377,360,185,ai,0.54,116878.0,91,1.9,https://uk.linkedin.com/jobs/view/research-scientist-materials-science-at-qinetiq-3772323592,QinetiQ,"Job Title: Research Scientist - Materials
Location: Farnborough
Package: Highly Competitive Salary + Benefits Package
Role Type: Full time / Permanent or Fixed Term Contract
Role ID: SF15931
Be part of the QinetiQ journey. Join us as a Research Scientist at our Farnborough site where you will have the opportunity to work with cutting-edge technology and many of the industry’s most brilliant minds.
The Role
As a research scientist, you will have a role that is out of the ordinary and will be responsible for conducting research and development on a range of synthetic biology programmes, and will use your biochemical expertise to provide theoretical and practical inputs across the whole Engineering Biology portfolio. This will offer you a variety of multidisciplinary programmes across a broad spectrum of topic areas within the Functional Materials domain.
Day To Day Responsibilities
Leading and contributing to project delivery, mainly through practical laboratory work.
Being accountable for managing your own time and progress in order to meet agreed goals and deadlines.
Supporting proposal and bid development
Interfacing with customers
Training colleagues on request
Writing risk assessments for individual experiments
Being responsible for maintaining up-to-date chemical audits of the laboratory. This will involve co-ordinating the team to check that all required chemical paperwork is in place and all chemicals within the laboratory have been logged.
This is a full time, permanent, hybrid role.
Essential Experience Of The Research Scientist
Demonstrated ability to work with a variety of organism types and/or microbial strains
Background (theoretical and/or practical) in advanced materials and/or device fabrication
Experience of working in industry and/or with industrial partners and/or with external collaborators/ stakeholders
Evidence of working with multidisciplinary teams involving synthetic biology
Experience of commercialising research
Technical experience in any o"
java developer,Java Developer,312,295,185,engineering,0.738,114941.0,29,11.2,https://www.linkedin.com/jobs/view/sr-java-developer-at-central-business-solutions-inc-3792598588,Central Business Solutions Inc.,"Position Role/Tile: Sr. Java Developer
Location: Charlotte NC & Newark NJ.
In This Role, You Will
Ensure systems are monitored to increase operational efficiency and managed to mitigate risk
See out opportunities to maximize resource utilization and improve processes while reducing cost
Design, develop, test and implement applications and system components, tools and utilities, mdels, simulation and analytics to manage complex business functions using sophisticated technologies
Resolve coding, testing and escalated platform issues of a technically challenging nature
Partner with production support and platform engineering teams effectively
Design, develop and support regulatory platform capabilities, functions and processes
Ensure use of agreed technology/tools and interfaces to ensure smooth integration and platform availability across DEV,SIT, UAT and production
Work with cross functional teams to evaluate solution & implement high visibility business & technology initiatives
Required Qualifications:
5+ years of speciality software engineering experience, or equivalent demonstrated through one or a combination of the following work experience, training, military experience, education
5+ years of Core Java experience
3+ years of Spring experience
5+ years of rational database experience
5+ years of UNIX/LINUX experience
5+ years of Object Oriented Design experience
3+ years of RESTful of SOAP web services
2+ years of JMS experience
2+ years in microservices development
3+ years in PL/SQL, Oracle and Stored procedure experience.
Nice to have:
5+ years of compliance and regulatory systems experience
5+ years of capital markets experience
Central Business Solutions, Inc,
37600 Central Ct.
Suite #214
Newark, CA 94560.
Central Business Solutions, Inc(A Certified Minority Owned Organization)
Checkout our excellent assessment tool: http://www.skillexam.com/
Checkout our job board : http://www.job-360.net/
=====================================================
Central Busin"
devops engineer,Devops Engineer,310,242,187,devops,0.724,142100.0,52,20.6,https://www.linkedin.com/jobs/view/devops-engineer-at-predictspring-3774865946,PredictSpring,"Job Overview
As Devops Software Engineer in the DevOps team, you will build and support applications and infrastructure enabling teams to configure, deploy, operate, and monitor the mission-critical services powering offered by the PredictSpring Cloud platform that serves the world's leading brands and retailers for their Modern POS Platform. You will work in a highly collaborative and dynamic environment.
You will influence the strategy and direction of our infrastructure by helping us build scalable solutions to challenging technical problems.
Responsibilities:
Provide cloud solutions with high reliability, high availability, fault tolerance, and high security to meet business requirements.
Design, Deploy, and maintain enterprise network, systems and patch management applications within an AWS.
Build, design and maintain a cloud system that meets compliance standards (SOC, HIPAA, PCI)
Responsible for implementation, deployment, and security of container orchestration
Implement the initiatives identified for the quarter.
Build and enhance monitoring and alerting infrastructure.
Skills & Experience
BS/MS in Computer Science/Engineering with 3+ years or equivalent experience
Be a self-starter, able to learn independently and adapt quickly
Strong knowledge of AWS and cloud architectures
Hands-on experience with DevOps tools such as CDK and CloudFormation.
Hands-on Java Development Experience
Strong scripting skills using bash or python.
Benefits
We pride ourselves in providing the most robust compensation and benefits package exceeding industry standards.
Competitive salary packages and bonuses
Strong equity / employee stock option package
100% company paid medical, dental, and vision insurance for the employee and dependents with BlueShield
Generous vacation and company holidays
Paid parental leave
Participation in 401(k) plan with Vanguard
Show more
Show less"
automation engineer,Automation Engineer,286,259,191,devops,0.689,118750.0,35,0.3,https://www.linkedin.com/jobs/view/senior-automation-engineer-at-repligen-corporation-3726801579,Repligen Corporation,"Overview
The Senior Automation Engineer will be responsible for the design, testing, deployment, and maintenance of Repligen’s internal automation strategy and infrastructure. She or he will be expected to lead Repligen’s automation, digitization, and digital transformation efforts at the site level. The successful candidate will actively work with all levels of personnel in Engineering, Manufacturing, Facilities, Quality Assurance, Quality Control, and R&D departments. The job is based at our Marlborough, MA facility. Minimal travel required, if any.
Responsibilities
Responsibilities
Program and troubleshoot PLCs, HMIs, and SCADA systems
Develop IIoT-centric solutions for data acquisition
Lead efforts to digitize existing manufacturing and documentation processes
Lead digital transformation of operations through leveraging of operational data
Partner with site subject matter experts (SMEs) in designing and deploying automated alternatives to manual operations
Develop, maintain, and execute design documents, technical evaluations, test plans, and validation protocols for Automation assets
Provide automation expertise and guidance to internal and external design teams
Function as automation SME for the entire site
Provide basic automation training to internal customers (MFG, QA, FAC, IT, etc.)
Specify, deploy, and commission instrumentation and control (I&C) devices
Qualifications
REQUIRED SKILLSETS/EXPERIENCE
PLC programming
Deploying and maintaining SCADA solutions
Microsoft Office
Technical writing
Preferred Skillsets/Experience
Rockwell Automation (Allen Bradley) PLCs
Ignition SCADA
Python
Control Systems Integration
Industrial Automation Applications
Automated Manufacturing
Computer System Validation
SQL
Ethernet/IP Networks
AutoCAD
MES
Mentoring/Managing
Data Analysis
REST API
Educational Experience
Degree in Electrical Engineering, Software Engineering, Computer Science, or related field preferred
Relevant experience in the design and maintenance of process co"
backend engineer,Backend Engineer,276,68,57,engineering,0.639,170000.0,24,66.3,https://www.linkedin.com/jobs/view/senior-staff-backend-engineer-at-recruiting-from-scratch-3752895168,Recruiting from Scratch,"This is for a client of Recruiting from Scratch.
Who is Recruiting from Scratch:
Recruiting from Scratch is a premier talent firm that focuses on placing the best product managers, software, and hardware talent at innovative companies. Our team is 100% remote and we work with teams across the United States to help them hire. We work with companies funded by the best investors including Sequoia Capital, Lightspeed Ventures, Tiger Global Management, A16Z, Accel, DFJ, and more.
Our Client:
Our client is a dating app.
In this role, you will have the opportunity to work with our product teams, building models and APIs to drive new features, deliver analysis to further improve engagement in existing features, and empower our business with real-time insights to drive growth in market share, engagement, and revenue. We see 1 trillion events per year and process 10TB of data daily.
What’s the job?
Be a part of the engineering team where we implement new features and work closely with the product and design teams
Build for the future by designing maintainable and well-tested systems to serve a global audience of millions of concurrent users (we’re big!)
Own the design and development of our backend services in a stable and scalable microservices architecture
Work with Product Managers, Designers, and other Engineers to refine feature design and functionality
Build for the future by designing and testing simple, elegant, maintainable software
Optimize key pieces of our platform using tools like Redis, Postgres, Kafka on AWS services
Innovate by guiding data-driven decisions to adopt new technologies, architectures, and workflow
Ensure high availability of the platform through distributed systems and infrastructure engineering
Help guide and mentor team members through pairing sessions,code reviews, and architecture reviews.
Troubleshoot unexpected issues across various systems because being the most popular is hard… and fun :)
Take a prominent role in optimizations, cost savin"
firmware engineer,Firmware Engineer,266,149,116,engineering,0.701,140000.0,34,37.2,https://www.linkedin.com/jobs/view/senior-firmware-engineer-hybrid-at-spectra-logic-3762305590,Spectra Logic,"Description
Senior Firmware Engineer
Boulder, Colorado - (Hybrid)
We are currently seeking a Senior Firmware Engineer to help create the most innovative solutions in our industry. You will be designing and implementing the embedded software that runs on our new robotic systems and partnering with cross-functional business teams to deliver world-class solutions from inception through end-of-life.
Who’s on your team?
You will be working with a full hardware team of firmware, electrical, and mechanical engineers. We have a talented team that enjoys taking on tough projects and solving problems. We are passionate about our work but also respect and enjoy a healthy work-life balance.
Responsibilities
Write high-quality, well documented production level firmware for Spectra's robotic systems.
Design, debug, and test on embedded processors and custom electronics.
Responsible for all aspects of firmware development including architecture, documentation, and processes.
Capable of working independently and collaboratively on large projects.
Support hardware and test engineers with PCB bring-up and debugging.
Lead and participate in code reviews.
What You Need To Bring To The Table
Fluent with both C and C++ in embedded environment.
Expertise with embedded RTOS for ARM Cortex-M processors.
Skilled in object-oriented programming.
Strong debugging skills in an RTOS environment.
Experience with protocols such as I²C, CAN, SPI, Ethernet, and USB.
Experience with bug tracking tools such as JIRA.
Experience with version control software such as Git.
Self-motivated and willing to learn.
It would be nice if you had
Experience with robotics control.
Experience with build systems and automation such as Jenkins.
Experience designing and working with embedded bootloaders.
Ability to read and understand electrical schematics.
Leadership experience.
Education / Experience
Minimum 5 years of firmware development experience.
BS. in Electrical Engineering, Computer Engineering, Computer Scienc"
